date,trend,seasonality,demand,demand_proxy,tv_spend_raw,ooh_spend_raw,print_spend_raw,facebook_spend_raw,search_spend_raw,tv_spend_scaled,ooh_spend_scaled,print_spend_scaled,facebook_spend_scaled,search_spend_scaled,ooh_adstock,tv_adstock,print_adstock,facebook_adstock,search_adstock,ooh_saturated,tv_saturated,print_saturated,facebook_saturated,search_saturated,facebook_I,search_clicks_P,competitor_sales_B,competitor_sales_B_scaled,facebook_I_scaled,search_clicks_P_scaled,sales,ooh_sales,tv_sales,print_sales,facebook_sales,search_sales,epsilon
2021-01-04,2.1622776601683795,0.0,202508.90264217652,153153.7047055775,0.0,963.6398066236736,0.0,4296.052070185955,2182.363211328,0.0,0.34674873668745154,0.0,0.2848762891300283,0.405121948268192,0.14106891066961313,0.0,0.0,0.21366047704767152,0.38486585086981623,0.10540866149107324,0.0,0.0,0.10642567812455883,0.520699352990892,3713911.8704148284,198584.89134499486,141967.8289576282,0.2921480612224201,0.2510093841346789,0.28810721821817464,162277.109281942,0.06324519689464395,0.0,0.0,0.1277108137494706,1.041398705981784,0.08287184592135827
2021-01-11,2.1774445465112127,0.02410733605106461,208933.1475397067,215621.72976665586,0.0,1015.6042793912484,0.0,4324.637642898888,2151.854375323512,0.0,0.3654472329107637,0.0,0.28677183223427294,0.39945845512581457,0.23331742680062545,0.0,0.0,0.26849727533087314,0.3987288249278384,0.17322358593250875,0.0,0.0,0.13344790224141317,0.5356913679423067,3589719.620302575,130288.36818783214,133677.9209092846,0.2750886993809529,0.24261569540358502,0.18902253374135009,170493.2171383047,0.10393415155950525,0.0,0.0,0.1601374826896958,1.0713827358846133,0.2547731046821399
2021-01-18,2.1925393799149435,0.04786313285751155,190749.28949515603,178267.1143602775,0.0,1102.396049151515,0.0,4926.757799037393,2168.7306008201267,0.0,0.39667771582811523,0.0,0.3266991312727378,0.4025912651535466,0.30137213491031767,0.0,0.0,0.31215240611916995,0.4023981431572012,0.22225695684094654,0.0,0.0,0.15482110383578895,0.5396043185117985,4789361.514457175,216728.9735341982,162910.16607771645,0.3352441854078943,0.3236949949509573,0.31443067621766485,144523.45507365296,0.13335417410456793,0.0,0.0,0.18578532460294675,1.079208637023597,-0.40883311158619057
2021-01-25,2.2075631776258966,0.07092097740850713,268297.48566630116,260410.06006444275,0.0,1371.427530372202,0.0,7538.774028359152,3306.4404970867954,0.0,0.4934839349166318,0.0,0.4999050138830906,0.6137894962028522,0.3815889471651638,0.0,0.0,0.45297258298827525,0.603219928573347,0.278625909916676,0.0,0.0,0.22269151860682232,0.7186415025323237,8489669.282775555,423877.97446781176,113291.43137722254,0.23313642444899843,0.5737849288110789,0.6149627157471749,239399.57875612148,0.1671755459500056,0.0,0.0,0.26722982232818676,1.4372830050646475,-0.09585834188549151
2021-02-01,2.222516933177448,0.09294463440875371,240189.03580882456,260887.0746946275,0.0,1015.9588027271668,0.0,5212.6899788920655,2378.653778738721,0.0,0.36557480186133107,0.0,0.34565963198574085,0.4415602536260385,0.3776813479869445,0.0,0.0,0.37249182555729443,0.44964323738979006,0.2759205263667919,0.0,0.0,0.18412190767164513,0.5879091883050541,4553081.8352195285,216162.6196780805,157950.6540882225,0.3250382688775201,0.30772573697221145,0.31360900930782054,195422.51130653513,0.16555231582007512,0.0,0.0,0.22094628920597414,1.1758183766101082,0.17502689291076282
2021-02-08,2.2374016171567637,0.11361294934623117,253592.1649383312,245733.82117600023,0.0,1285.4766228086705,0.0,4253.941726995932,2540.814131742427,0.0,0.4625560213851047,0.0,0.28208390251413556,0.4716628129982444,0.41479197186244304,0.0,0.0,0.30468911151825917,0.4705618342353248,0.3014320034351472,0.0,0.0,0.15117681400413643,0.6080633111018933,3657778.4921973986,177298.26250450354,181184.90631172553,0.3728508035263032,0.24721553948047542,0.2572245494565196,201377.42593935886,0.18085920206108833,0.0,0.0,0.18141217680496372,1.2161266222037865,0.3940222794674169
2021-02-15,2.2522181779399544,0.13262453164815904,288033.4535635197,284877.3096508585,0.0,1194.4882119176616,0.0,5723.904978596351,3322.941059432326,0.0,0.42981545139952165,0.0,0.37955890268453885,0.6168525701816673,0.42373839414785464,0.0,0.0,0.3608457986661743,0.6095380334072413,0.3075197536368747,0.0,0.0,0.1784903252695697,0.7231930878806837,5355211.739511763,289306.21275472094,203219.97657771446,0.4181956052632502,0.3619386909403178,0.4197258291175575,230498.17990254346,0.18451185218212482,0.0,0.0,0.21418839032348364,1.4463861757613674,0.29092442148665404
2021-02-22,2.266967542397219,0.1497021496342202,237850.08368061166,232320.20679676102,0.0,1211.2950705766655,0.0,4134.781318710779,2681.392480940871,0.0,0.4358631021582766,0.0,0.2741822350369012,0.497759007442864,0.4315666328482537,0.0,0.0,0.2958512637587656,0.5033479587595544,0.31282606313105216,0.0,0.0,0.14685602377502593,0.6381354184379399,4577901.683675688,190963.0425132913,221617.46493261386,0.4560548202256068,0.3094032175082805,0.27704943003646104,173734.26388978542,0.18769563787863128,0.0,0.0,0.17622722853003112,1.2762708368758797,0.3589017541619381
2021-03-01,2.281650616569468,0.16459677317873128,290183.1491867098,314407.6766803904,14101.433704866065,1473.5900124311147,0.0,4728.582095920356,3023.206628575459,0.2859714568849,0.5302452967317904,0.0,0.31355786622813786,0.5612115128354429,0.47229197372500087,0.09103969427121389,0.0,0.30913154385040453,0.5583183351374409,0.34011182874908535,0.04548843327374393,0.0,0.1533465333905999,0.6844706688366826,5251488.33112265,324797.06743124285,204252.97424163079,0.4203213563364072,0.35492841450713114,0.4712160071657675,232682.0743040113,0.2040670972494512,0.03639074661899515,0.0,0.18401584006871988,1.3689413376733652,-0.09553265558008228
2021-03-08,2.2962682863178197,0.177091205130642,248994.33202015402,231251.93273450932,0.0,1296.0243842506552,0.0,4835.378689008517,2134.3254871148706,0.0,0.466351446739837,0.0,0.32063967451017017,0.39620448836849426,0.47060526525027013,0.06372778598984971,0.0,0.3177630294378389,0.4043101807068209,0.33899265029918996,0.031853113487653524,0.0,0.1575579775067143,0.5416341278566027,4946589.50704423,179941.36433004716,199823.37755083377,0.41120592437752423,0.33432144570289735,0.26105916501698456,191342.7662959553,0.20339559017951397,0.02548249079012282,0.0,0.18906957300805716,1.0832682557132054,-0.12626886318462635
2021-03-15,2.3108214179472837,0.18700324853708297,213318.3643007939,227124.92535984277,0.0,1211.5925554444839,0.0,5837.55571433776,2171.074679595155,0.0,0.4359701468251642,0.0,0.38709521726498775,0.40302640709293797,0.4570197123392467,0.0446094501928948,0.0,0.36976286149709947,0.4030905957736483,0.3299434405549993,0.022301026959801497,0.0,0.1828033523351405,0.5403401496842596,5613899.464324183,204160.00792511067,192552.0529960464,0.3962426514529652,0.3794224247374566,0.2961956045916814,158156.85304357423,0.19796606433299957,0.017840821567841197,0.0,0.2193640228021686,1.0806802993685192,-0.40123529732696933
2021-03-22,2.3253108588058815,0.1941883634852104,259595.25530920486,287448.2377832951,0.0,1278.3136693783213,0.0,6424.148021361872,2827.7665566370156,0.0,0.45997855931281134,0.0,0.4259928462804615,0.5249310887967709,0.45797430098563735,0.031226615135026357,0.0,0.4119345042140831,0.5188390641423173,0.3305812919529908,0.015612038977920345,0.0,0.20310329166501945,0.6517060491807076,7531062.589173518,344511.4733630047,171764.5608072487,0.3534651744342386,0.5089962951051444,0.4998176928899667,212265.68026140414,0.19834877517179447,0.012489631182336277,0.0,0.24372394999802333,1.3034120983614153,-0.1857726282108855
2021-03-29,2.3397374378603706,0.1985417748196108,252131.6930419064,298270.6399813375,0.0,1241.916695288602,0.0,6641.986411921527,2601.520388224014,0.0,0.44688175208452224,0.0,0.44043796736345764,0.4829319898108996,0.45409287101485796,0.02185863059451845,0.0,0.4333131862446351,0.4847273435290058,0.32798586272252117,0.010928880149391031,0.0,0.21332909713272566,0.6212824365906594,6188158.731300025,271496.096951858,224760.64240055057,0.46252299833383,0.4182344563544422,0.39388688998501253,188038.92781455856,0.19679151763351269,0.008743104119512825,0.0,0.25599491655927076,1.2425648731813188,-0.05344424275505038
2021-04-05,2.3541019662496847,0.2,244046.5421034773,217360.53999668427,12001.97049351608,1590.3338997214844,1007.4558548422744,5365.6814810750475,2312.294807520506,0.24339517947994177,0.5722535192602385,0.35489054503552,0.3558046792752701,0.42924173782378705,0.5021067192185663,0.09278647639039429,0.24843968165237718,0.3751826496978215,0.4320160181074738,0.35973374860297724,0.04635998226713749,0.30093700818846203,0.18542138640221964,0.5703382515356072,5194323.207800849,178107.61011613827,159187.1080681972,0.3275827019064154,0.35106483806814975,0.2583987520223861,198592.78304236464,0.21584024916178635,0.03708798581370999,0.0902811024565386,0.22250566368266356,1.1406765030712145,0.15854590084815048
